 TIME                                   ,p_heat                                  ,m_flow                                  ,
  +3.2400000000000000E+02,  +2.0000000000000000E+01,  +1.3251400140902915E+03,
  +3.2500000000000000E+02,  +1.9954401315149170E+01,  +1.3119694661638396E+03,
  +3.2600000000000000E+02,  +5.2408847393158604E+00,  +4.5015554038166573E+02,
  +3.2700000000000000E+02,  +5.9408854415845793E+00,  +5.1042825093904031E+02,
  +3.2800000000000000E+02,  +6.4408858574275696E+00,  +5.5348017626434455E+02,
  +3.2900000000000000E+02,  +6.9408862728452743E+00,  +3.9849335214624932E+02,
  +3.3000000000000000E+02,  +6.9408866878381037E+00,  +3.9849337596788990E+02,
  +3.3100000000000000E+02,  +7.4408871024065224E+00,  +4.2719466740174300E+02,
  +3.3200000000000000E+02,  +2.3999999999999998E-03,  +2.0664912698333898E-01,
  +3.3300000000000000E+02,  +1.6018487603074671E+01,  +9.1970876629002021E+02,
  +3.3400000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.3500000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.3600000000000000E+02,  +7.2110624044731016E-03,  +6.2089989604447660E-01,
  +3.3700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.3800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.3900000000000000E+02,  +2.3999999999999998E-03,  +2.0664912698333898E-01,
  +3.4000000000000000E+02,  +5.9052000950297421E+00,  +3.3904233979227962E+02,
  +3.4100000000000000E+02,  +8.2051998089999998E+00,  +4.7106815450169165E+02,
  +3.4200000000000000E+02,  +1.0505200000000000E+01,  +6.0309399659382029E+02,
  +3.4300000000000000E+02,  +1.0205199810000000E+01,  +5.8587322510539366E+02,
  +3.4400000000000000E+02,  +8.6084003810000009E+00,  +7.4099788013958414E+02,
  +3.4500000000000000E+02,  +8.6084003810000009E+00,  +7.4099788013958414E+02,
  +3.4600000000000000E+02,  +8.1084003810000009E+00,  +6.9794597868472181E+02,
  +3.4700000000000000E+02,  +8.4083996190000008E+00,  +7.2377705394654140E+02,
  +3.4800000000000000E+02,  +1.6736441779173660E+01,  +1.4408531547300111E+03,
  +3.4900000000000000E+02,  +2.0000000000000000E+01,  +1.3777676403383521E+03,
  +3.5000000000000000E+02,  +6.5316885969123906E+00,  +5.6240322761623997E+02,
  +3.5100000000000000E+02,  +7.2316930954427745E+00,  +6.2267627699362072E+02,
  +3.5200000000000000E+02,  +7.8316981615206824E+00,  +6.7433899494802915E+02,
  +3.5300000000000000E+02,  +8.2317024581524798E+00,  +7.0878088606825645E+02,
  +3.5400000000000000E+02,  +8.5317073223445270E+00,  +7.3461244576660715E+02,
  +3.5500000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.5600000000000000E+02,  +8.5100042512937719E+00,  +7.3274372881431725E+02,
  +3.5700000000000000E+02,  +1.0202399809999999E+01,  +8.7846542244645150E+02,
  +3.5800000000000000E+02,  +5.9024000950000000E+00,  +5.0821909447421962E+02,
  +3.5900000000000000E+02,  +5.3024001910000003E+00,  +4.5655682099435001E+02,
  +3.6000000000000000E+02,  +1.6392083411787105E+01,  +1.4114207193682826E+03,
  +3.6100000000000000E+02,  +5.2317396919076238E+00,  +4.5047268330699723E+02,
  +3.6200000000000000E+02,  +5.5317445128093876E+00,  +4.7630423927788996E+02,
  +3.6300000000000000E+02,  +5.1317490423282290E+00,  +4.4186310812279771E+02,
  +3.6400000000000000E+02,  +5.7317535654704201E+00,  +4.9352577932837619E+02,
  +3.6500000000000000E+02,  +8.3317585612422391E+00,  +7.1739609704861221E+02,
  +3.6600000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.6700000000000000E+02,  +2.8454081210602666E-01,  +2.4500046005350296E+01,
  +3.6800000000000000E+02,  +8.8024001910000003E+00,  +7.5792013117838599E+02,
  +3.6900000000000000E+02,  +7.9052000950293531E+00,  +6.8058742739411855E+02,
  +3.7000000000000000E+02,  +7.9084000950000002E+00,  +6.8072519347708919E+02,
  +3.7100000000000000E+02,  +7.2083998090000003E+00,  +6.2045250681459436E+02,
  +3.7200000000000000E+02,  +1.8300746002975060E+01,  +1.2447724266299222E+03,
  +3.7300000000000000E+02,  +2.0000000000000000E+01,  +1.4956715874180020E+03,
  +3.7400000000000000E+02,  +6.4300082128254079E+00,  +5.5364815986502936E+02,
  +3.7500000000000000E+02,  +7.0300148122699451E+00,  +6.0531100984813577E+02,
  +3.7600000000000000E+02,  +7.5300214988700498E+00,  +6.4836348704469560E+02,
  +3.7700000000000000E+02,  +8.1300285586349439E+00,  +7.0002637666313547E+02,
  +3.7800000000000000E+02,  +8.9300344675738206E+00,  +7.6890992777302358E+02,
  +3.7900000000000000E+02,  +3.6127698611944070E+00,  +3.1107322408647627E+02,
  +3.8000000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.8100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.8200000000000000E+02,  +5.8024001910000003E+00,  +4.9960872244921228E+02,
  +3.8300000000000000E+02,  +4.7023998090000001E+00,  +4.0489450635686251E+02,
  +3.8400000000000000E+02,  +4.7051998089999998E+00,  +4.0505523345562733E+02,
  +3.8500000000000000E+02,  +7.9229919708545369E+00,  +6.8211937556440694E+02,
  +3.8600000000000000E+02,  +2.0000000000000000E+01,  +1.7215114936182913E+03,
  +3.8700000000000000E+02,  +5.1343952319745316E+00,  +4.4209095511456468E+02,
  +3.8800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.8900000000000000E+02,  +1.4659235240239280E+01,  +1.2622159019328519E+03,
  +3.9000000000000000E+02,  +4.1506529569813200E+00,  +3.5738700415458510E+02,
  +3.9100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.9200000000000000E+02,  +9.6024003810000007E+00,  +8.2680318986588827E+02,
  +3.9300000000000000E+02,  +8.4083996190000008E+00,  +7.2377705394654140E+02,
  +3.9400000000000000E+02,  +9.2604340442152910E+00,  +7.9700255104177290E+02,
  +3.9500000000000000E+02,  +2.0000000000000000E+01,  +1.3075177354996645E+03,
  +3.9600000000000000E+02,  +2.0000000000000000E+01,  +1.1961123856596848E+03,
  +3.9700000000000000E+02,  +8.9398346498648866E+00,  +6.9979629650505967E+02,
  +3.9800000000000000E+02,  +6.2396611161874569E+00,  +5.3618910422160104E+02,
  +3.9900000000000000E+02,  +6.3396631658869040E+00,  +5.4479961313440253E+02,
  +4.0000000000000000E+02,  +7.6396645458807395E+00,  +4.3860499661227828E+02,
  +4.0100000000000000E+02,  +7.8396664961707305E+00,  +4.5008561561849825E+02,
  +4.0200000000000000E+02,  +4.8036855815588916E-03,  +4.1361559655483249E-01,
  +4.0300000000000000E+02,  +1.8164353217002226E+01,  +1.0426799262529209E+03,
  +4.0400000000000000E+02,  +9.7396710968349840E+00,  +5.5915069672727486E+02,
  +4.0500000000000000E+02,  +8.2384721400633563E+00,  +4.7304705948236636E+02,
  +4.0600000000000000E+02,  +5.2408744101237748E+00,  +3.0083947818927771E+02,
  +4.0700000000000000E+02,  +5.1396761602271663E+00,  +2.9509932512233445E+02,
  +4.0800000000000000E+02,  +4.7396777166238646E+00,  +2.7213840035419094E+02,
  +4.0900000000000000E+02,  +4.6396794633606024E+00,  +2.6639824709399312E+02,
  +4.1000000000000000E+02,  +4.6336595754000909E+00,  +2.6639869544018995E+02,
  +4.1100000000000000E+02,  +4.9408878751809944E+00,  +2.8361949053575478E+02,
  +4.1200000000000000E+02,  +1.8712923656431162E+00,  +1.0741692602520476E+02,
  +4.1300000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1400000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1500000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1600000000000000E+02,  +8.4051996189999993E+00,  +4.8254865064983983E+02,
  +4.1700000000000000E+02,  +7.3052001910000000E+00,  +4.1940589468362538E+02,
  +4.1800000000000000E+02,  +6.4084000949959199E+00,  +3.6788137351162709E+02,
  +4.1900000000000000E+02,  +6.7083998090000003E+00,  +5.7740060535973214E+02,
  +4.2000000000000000E+02,  +2.0000000000000000E+01,  +1.1194929441646022E+03,
  +4.2100000000000000E+02,  +2.0000000000000000E+01,  +1.2281119910429231E+03,
  +4.2200000000000000E+02,  +1.0667855944342390E+01,  +6.1243086017632186E+02,
  +4.2300000000000000E+02,  +5.8383413771030330E+00,  +3.3520447987817414E+02,
  +4.2400000000000000E+02,  +6.8383443949241336E+00,  +3.9260718838190604E+02,
  +4.2500000000000000E+02,  +2.3999999999999998E-03,  +2.0664912698333898E-01,
  +4.2600000000000000E+02,  +1.3736199538841458E+00,  +7.8918150897064749E+01,
  +4.2700000000000000E+02,  +7.5051999999999994E+00,  +4.3088639077437102E+02,
  +4.2800000000000000E+02,  +7.8052001910000000E+00,  +4.4810716232020025E+02,
  +4.2900000000000000E+02,  +7.7051998089999998E+00,  +4.4236688686511678E+02,
  +4.3000000000000000E+02,  +1.7167145709922728E+01,  +9.8557555901865851E+02,
  +4.3100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.3200000000000000E+02,  +1.9303513841403150E-02,  +1.6621059512653173E+00,
  +4.3300000000000000E+02,  +3.5113525089065036E+00,  +2.0156053624896833E+02,
  +4.3400000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.3500000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.3600000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.3700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.3800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.3900000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.4000000000000000E+02,  +5.0051999999999994E+00,  +2.8738005259149674E+02,
  +4.4100000000000000E+02,  +4.6083999049657791E+00,  +2.6455679911217834E+02,
  +4.4200000000000000E+02,  +4.4084000949999993E+00,  +2.5307630296550334E+02,
  +4.4300000000000000E+02,  +3.9712450045079746E+00,  +2.3265635189902136E+02,
  +4.4400000000000000E+02,  +2.0000000000000000E+01,  +1.0005579649924364E+03,
  +4.4500000000000000E+02,  +2.0000000000000000E+01,  +1.0118631905274466E+03,
  +4.4600000000000000E+02,  +7.9162159655504372E+00,  +3.9691912923709901E+02,
  +4.4700000000000000E+02,  +3.9464480370799984E+00,  +2.2601307158191688E+02,
  +4.4800000000000000E+02,  +4.6051999050000001E+00,  +2.6441903302899607E+02,
  +4.4900000000000000E+02,  +4.4876537938328784E+00,  +2.5648832539758979E+02,
  +4.5000000000000000E+02,  +5.2464477510799981E+00,  +3.0063635101988643E+02,
  +4.5100000000000000E+02,  +4.9464480370800006E+00,  +2.1309749978214811E+02,
  +4.5200000000000000E+02,  +5.2464477510799989E+00,  +2.2601305790576291E+02,
  +4.5300000000000000E+02,  +5.2464477510799954E+00,  +2.2601305790576274E+02,
  +4.5400000000000000E+02,  +3.0464479420799986E+00,  +1.3129888292797898E+02,
  +4.5500000000000000E+02,  +4.4624245642810131E-02,  +3.1155801516375456E+00,
  +4.5600000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.5700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.5800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.5900000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.6000000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.6100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.6200000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.6300000000000000E+02,  +1.9480806706119218E+00,  +8.3971901620798178E+01,
  +4.6400000000000000E+02,  +6.5083999999999991E+00,  +3.7362162158587688E+02,
  +4.6500000000000000E+02,  +6.0083999999999991E+00,  +3.4492035394930201E+02,
  +4.6600000000000000E+02,  +6.4084000949999993E+00,  +3.6788137351180274E+02,
  +4.6700000000000000E+02,  +1.4060777913958214E+01,  +8.0721625001121072E+02,
  +4.6800000000000000E+02,  +2.0000000000000000E+01,  +8.6103802909724584E+02,
  +4.6900000000000000E+02,  +2.0000000000003244E+01,  +9.0086758714552491E+02,
  +4.7000000000000000E+02,  +5.2464477510799981E+00,  +3.0063635101988643E+02,
  +4.7100000000000000E+02,  +5.6464478470799984E+00,  +3.2359737063978969E+02,
  +4.7200000000000000E+02,  +5.9464480370800006E+00,  +2.5614940123701041E+02,
  +4.7300000000000000E+02,  +5.7464477510799989E+00,  +2.4753900863319404E+02,
  +4.7400000000000000E+02,  +6.2464477510799954E+00,  +2.6906495936062504E+02,
  +4.7500000000000000E+02,  +1.0407029905571390E-02,  +7.3526176676156330E-01,
  +4.7600000000000000E+02,  +1.4775294428495734E+01,  +6.3610451970217423E+02,
  +4.7700000000000000E+02,  +7.4464480370800006E+00,  +3.2072725341930385E+02,
  +4.7800000000000000E+02,  +4.4464480370800006E+00,  +1.9157154905471697E+02,
  +4.7900000000000000E+02,  +3.0124417382965875E-02,  +1.8670897969270608E+00,
  +4.8000000000000000E+02,  +7.4525177319927600E+00,  +3.2084505898836613E+02,
  +4.8100000000000000E+02,  +1.6877595610095237E-02,  +1.4532251660016731E+00,
  +4.8200000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.8300000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.8400000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.8500000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.8600000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.8700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.8800000000000000E+02,  +5.1306629256983820E+00,  +2.2102830101346510E+02,
  +4.8900000000000000E+02,  +5.3084001909999996E+00,  +2.2868022824408703E+02,
  +4.9000000000000000E+02,  +4.6083999049999997E+00,  +2.6455679911365161E+02,
  +4.9100000000000000E+02,  +8.2307705795828383E+00,  +4.7249005953381612E+02,
  +4.9200000000000000E+02,  +2.0000000000000000E+01,  +8.6810126331900017E+02,
  +4.9300000000000000E+02,  +2.0000000000000000E+01,  +1.0157184380390827E+03,
  +4.9400000000000000E+02,  +5.6478714474788116E+00,  +2.4325492955007994E+02,
  +4.9500000000000000E+02,  +4.4365087685959779E+00,  +2.5473573412129645E+02,
  +4.9600000000000000E+02,  +2.3574235172642952E+00,  +1.3587612192060485E+02,
  +4.9700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.9800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.9900000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.0000000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.0100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.0200000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.0300000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
